Date,Site,Pop,Tray,Sample,Area,Length.mm
10/17/2014,Fidalgo,2S,5-8,55,248,35.29622712
10/17/2014,Fidalgo,2S,5-8,56,215,30.59955174
10/17/2014,Fidalgo,2S,5-8,57,242,34.44228614
10/17/2014,Fidalgo,2S,5-8,58,182,25.90287635
10/17/2014,Fidalgo,2S,5-8,59,206,29.31864027
10/17/2014,Fidalgo,2S,5-8,60,217,30.88419873
10/17/2014,Fidalgo,2S,5-8,61,181,25.76055286
10/17/2014,Fidalgo,2S,5-8,62,245,34.86925663
10/17/2014,Fidalgo,2S,5-8,63,209,29.74561076
10/17/2014,Fidalgo,2S,5-8,64,209,29.74561076
10/17/2014,Fidalgo,2S,5-8,65,232,33.01905118
10/17/2014,Fidalgo,2S,5-8,66,255,36.2924916
10/17/2014,Fidalgo,2S,5-8,67,148,21.06387748
10/17/2014,Fidalgo,2S,5-8,68,196,27.89540531
10/17/2014,Fidalgo,2S,5-8,69,184,26.18752335
10/17/2014,Fidalgo,2S,5-8,70,245,34.86925663
10/17/2014,Fidalgo,2S,5-8,71,195,27.75308181
10/17/2014,Fidalgo,2S,5-8,72,230,32.73440418
10/17/2014,Fidalgo,2S,5-8,73,208,29.60328726
10/17/2014,Fidalgo,2S,5-8,74,226,32.1651102
10/17/2014,Fidalgo,2S,5-8,75,207,29.46096377
10/17/2014,Fidalgo,2S,5-8,76,243,34.58460964
10/17/2014,Fidalgo,2S,5-8,77,271,38.56966754
10/17/2014,Fidalgo,2S,5-8,78,271,38.56966754
10/17/2014,Fidalgo,2S,5-8,79,157,22.34478894
10/17/2014,Fidalgo,2S,5-8,80,169,24.0526709
10/17/2014,Fidalgo,2S,5-8,81,229,32.59208069
10/17/2014,Fidalgo,2S,5-8,82,226,32.1651102
10/17/2014,Fidalgo,2S,5-8,83,211,30.03025775
10/17/2014,Fidalgo,2S,5-8,84,179,25.47590587
10/17/2014,Fidalgo,2S,5-8,85,264,37.57340306
10/17/2014,Fidalgo,2S,5-8,86,268,38.14269705
10/17/2014,Fidalgo,2S,5-8,87,246,35.01158013
10/17/2014,Fidalgo,2S,5-8,88,226,32.1651102
10/17/2014,Fidalgo,2S,5-8,89,252,35.86552111
10/17/2014,Fidalgo,2S,5-8,90,225,32.0227867
10/17/2014,Fidalgo,2S,5-8,91,181,25.76055286
10/17/2014,Fidalgo,2S,5-8,92,254,36.1501681
10/17/2014,Fidalgo,2S,5-8,93,229,32.59208069
10/17/2014,Fidalgo,2S,5-8,94,286,40.70451999
10/17/2014,Fidalgo,2S,5-8,95,247,35.15390362
10/17/2014,Fidalgo,2S,5-8,96,188,26.75681733
10/17/2014,Fidalgo,2S,5-8,97,222,31.59581621
10/17/2014,Fidalgo,2S,5-8,98,220,31.31116922
10/17/2014,Fidalgo,2S,9-12,1,206,30.48
10/17/2014,Fidalgo,2S,9-12,2,217,32.10757281
10/17/2014,Fidalgo,2S,9-12,3,149,22.04621359
10/17/2014,Fidalgo,2S,9-12,4,243,35.95456311
10/17/2014,Fidalgo,2S,9-12,5,188,27.81669903
10/17/2014,Fidalgo,2S,9-12,6,175,25.89320388
10/17/2014,Fidalgo,2S,9-12,7,164,24.26563107
10/17/2014,Fidalgo,2S,9-12,8,177,26.18912621
10/17/2014,Fidalgo,2S,9-12,9,223,32.9953398
10/17/2014,Fidalgo,2S,9-12,10,154,22.78601942
10/17/2014,Fidalgo,2S,9-12,11,178,26.33708738
10/17/2014,Fidalgo,2S,9-12,12,187,27.66873786
10/17/2014,Fidalgo,2S,9-12,13,181,26.78097087
10/17/2014,Fidalgo,2S,9-12,14,249,36.8423301
10/17/2014,Fidalgo,2S,9-12,15,153,22.63805825
10/17/2014,Fidalgo,2S,9-12,16,189,27.96466019
10/17/2014,Fidalgo,2S,9-12,17,151,22.34213592
10/17/2014,Fidalgo,2S,9-12,18,148,21.89825243
10/17/2014,Fidalgo,2S,9-12,19,195,28.85242718
10/17/2014,Fidalgo,2S,9-12,20,227,33.58718446
10/17/2014,Fidalgo,2S,9-12,21,186,27.5207767
10/17/2014,Fidalgo,2S,9-12,22,162,23.96970874
10/17/2014,Fidalgo,2S,9-12,23,254,37.58213592
10/17/2014,Fidalgo,2S,9-12,24,198,29.29631068
10/17/2014,Fidalgo,2S,9-12,25,181,26.78097087
10/17/2014,Fidalgo,2S,9-12,26,185,27.37281553
10/17/2014,Fidalgo,2S,9-12,27,170,25.15339806
10/17/2014,Fidalgo,2S,9-12,28,214,31.66368932
10/17/2014,Fidalgo,2S,9-12,29,168,24.85747573
10/17/2014,Fidalgo,2S,9-12,30,217,32.10757281
10/17/2014,Fidalgo,2S,9-12,31,179,26.48504854
10/17/2014,Fidalgo,2S,9-12,32,178,26.33708738
10/17/2014,Fidalgo,2S,9-12,33,160,23.67378641
10/17/2014,Fidalgo,2S,9-12,34,166,24.5615534
10/17/2014,Fidalgo,2S,9-12,35,214,31.66368932
10/17/2014,Fidalgo,2S,9-12,36,213,31.51572815
10/17/2014,Fidalgo,2S,9-12,37,204,30.18407767
10/17/2014,Fidalgo,2S,9-12,38,180,26.63300971
10/17/2014,Fidalgo,2S,9-12,39,129,19.08699029
10/17/2014,Fidalgo,2S,9-12,40,201,29.74019417
10/17/2014,Fidalgo,2S,9-12,41,224,33.14330097
10/17/2014,Fidalgo,2S,9-12,42,214,31.66368932
10/17/2014,Fidalgo,2S,9-12,43,194,28.70446602
10/17/2014,Fidalgo,2S,9-12,44,278,41.13320388
10/17/2014,Fidalgo,2S,9-12,45,221,32.69941747
10/17/2014,Fidalgo,2S,9-12,46,162,23.96970874
10/17/2014,Fidalgo,2S,9-12,47,180,26.63300971
10/17/2014,Fidalgo,2S,9-12,48,173,25.59728155
10/17/2014,Fidalgo,2S,9-12,49,145,21.45436893
10/17/2014,Fidalgo,2S,9-12,50,230,34.03106796
10/17/2014,Fidalgo,2S,9-12,51,206,30.48
10/17/2014,Fidalgo,2S,9-12,52,179,26.48504854
10/17/2014,Fidalgo,2S,9-12,53,231,34.17902912
10/17/2014,Fidalgo,2S,9-12,54,193,28.55650485
10/17/2014,Fidalgo,2S,9-12,55,242,35.80660194
10/17/2014,Fidalgo,2S,9-12,56,208,30.77592233
10/17/2014,Fidalgo,2S,9-12,57,215,31.81165048
10/17/2014,Fidalgo,2S,9-12,58,152,22.49009709
10/17/2014,Fidalgo,2S,9-12,59,131,19.38291262
10/17/2014,Fidalgo,2S,9-12,60,162,23.96970874
10/17/2014,Fidalgo,2S,9-12,61,171,25.30135922
10/17/2014,Fidalgo,2S,9-12,62,247,36.54640777
10/17/2014,Fidalgo,2S,9-12,63,197,29.14834951
10/17/2014,Fidalgo,2S,9-12,64,142,21.01048544
10/17/2014,Fidalgo,2S,9-12,65,200,29.59223301
10/17/2014,Fidalgo,2S,9-12,66,181,26.78097087
10/17/2014,Fidalgo,2S,9-12,67,184,27.22485437
10/17/2014,Fidalgo,2S,9-12,68,202,29.88815534
10/17/2014,Fidalgo,2S,9-12,69,210,31.07184466
10/17/2014,Fidalgo,2S,9-12,70,225,33.29126213
10/17/2014,Fidalgo,2S,9-12,71,201,29.74019417
10/17/2014,Fidalgo,2S,9-12,72,154,22.78601942
10/17/2014,Fidalgo,2S,9-12,73,214,31.66368932
10/17/2014,Fidalgo,2S,9-12,74,188,27.81669903
10/17/2014,Fidalgo,2S,9-12,75,220,32.55145631
10/17/2014,Fidalgo,2S,9-12,76,157,23.22990291
10/17/2014,Fidalgo,2S,9-12,77,200,29.59223301
10/17/2014,Fidalgo,2S,9-12,78,189,27.96466019
10/17/2014,Fidalgo,2S,9-12,79,175,25.89320388
10/17/2014,Fidalgo,2S,9-12,80,243,35.95456311
10/17/2014,Fidalgo,2S,9-12,81,224,33.14330097
10/17/2014,Fidalgo,2S,9-12,82,179,26.48504854
10/17/2014,Fidalgo,2S,9-12,83,153,22.63805825
10/17/2014,Fidalgo,2S,9-12,84,205,30.33203883
10/17/2014,Fidalgo,2S,9-12,85,204,30.18407767
10/17/2014,Fidalgo,2S,9-12,86,219,32.40349514
10/17/2014,Fidalgo,2S,9-12,87,201,29.74019417
10/17/2014,Fidalgo,2S,9-12,88,185,27.37281553
10/17/2014,Fidalgo,2S,9-12,89,192,28.40854369
10/17/2014,Fidalgo,2S,9-12,90,184,27.22485437
10/17/2014,Fidalgo,2S,9-12,91,205,30.33203883
10/17/2014,Fidalgo,2S,13-16,1,154,22.0661903
10/17/2014,Fidalgo,2S,13-16,2,171,24.50206845
10/17/2014,Fidalgo,2S,13-16,3,211,30.23354644
10/17/2014,Fidalgo,2S,13-16,4,202,28.94396389
10/17/2014,Fidalgo,2S,13-16,5,152,21.7796164
10/17/2014,Fidalgo,2S,13-16,6,188,26.9379466
10/17/2014,Fidalgo,2S,13-16,7,219,31.37984204
10/17/2014,Fidalgo,2S,13-16,8,203,29.08725084
10/17/2014,Fidalgo,2S,13-16,9,151,21.63632945
10/17/2014,Fidalgo,2S,13-16,10,154,22.0661903
10/17/2014,Fidalgo,2S,13-16,11,184,26.3647988
10/17/2014,Fidalgo,2S,13-16,12,128,18.3407296
10/17/2014,Fidalgo,2S,13-16,13,160,22.925912
10/17/2014,Fidalgo,2S,13-16,14,169,24.21549455
10/17/2014,Fidalgo,2S,13-16,15,134,19.2004513
10/17/2014,Fidalgo,2S,13-16,16,185,26.50808575
10/17/2014,Fidalgo,2S,13-16,17,178,25.5050771
10/17/2014,Fidalgo,2S,13-16,18,141,20.20345995
10/17/2014,Fidalgo,2S,13-16,19,139,19.91688605
10/17/2014,Fidalgo,2S,13-16,20,166,23.7856337
10/17/2014,Fidalgo,2S,13-16,21,170,24.3587815
10/17/2014,Fidalgo,2S,13-16,22,133,19.05716435
10/17/2014,Fidalgo,2S,13-16,23,209,29.94697254
10/17/2014,Fidalgo,2S,13-16,24,114,16.3347123
10/17/2014,Fidalgo,2S,13-16,25,228,32.66942459
10/17/2014,Fidalgo,2S,13-16,26,228,32.66942459
10/17/2014,Fidalgo,2S,13-16,27,145,20.77660775
10/17/2014,Fidalgo,2S,13-16,28,194,27.7976683
10/17/2014,Fidalgo,2S,13-16,29,200,28.65738999
10/17/2014,Fidalgo,2S,13-16,30,179,25.64836405
10/17/2014,Fidalgo,2S,13-16,31,223,31.95298984
10/17/2014,Fidalgo,2S,13-16,32,206,29.51711169
10/17/2014,Fidalgo,2S,13-16,33,277,39.69048514
10/17/2014,Fidalgo,2S,13-16,34,178,25.5050771
10/17/2014,Fidalgo,2S,13-16,35,202,28.94396389
10/17/2014,Fidalgo,2S,13-16,36,195,27.94095525
10/17/2014,Fidalgo,2S,13-16,37,227,32.52613764
10/17/2014,Fidalgo,2S,13-16,38,174,24.9319293
10/17/2014,Fidalgo,2S,13-16,39,225,32.23956374
10/17/2014,Fidalgo,2S,13-16,40,175,25.07521625
10/17/2014,Fidalgo,2S,13-16,41,165,23.64234675
10/17/2014,Fidalgo,2S,13-16,42,160,22.925912
10/17/2014,Fidalgo,2S,13-16,43,203,29.08725084
10/17/2014,Fidalgo,2S,13-16,44,192,27.5110944
10/17/2014,Fidalgo,2S,13-16,45,260,37.25460699
10/17/2014,Fidalgo,2S,13-16,46,165,23.64234675
10/17/2014,Fidalgo,2S,13-16,47,169,24.21549455
10/17/2014,Fidalgo,2S,13-16,48,151,21.63632945
10/17/2014,Fidalgo,2S,13-16,49,152,21.7796164
10/17/2014,Fidalgo,2S,13-16,50,176,25.2185032
10/17/2014,Fidalgo,2S,13-16,51,168,24.0722076
10/17/2014,Fidalgo,2S,13-16,52,193,27.65438135
10/17/2014,Fidalgo,2S,13-16,53,203,29.08725084
10/17/2014,Fidalgo,2S,13-16,54,237,33.95900714
10/17/2014,Fidalgo,2S,13-16,55,170,24.3587815
10/17/2014,Fidalgo,2S,13-16,56,184,26.3647988
10/17/2014,Fidalgo,2S,13-16,57,177,25.36179015
10/17/2014,Fidalgo,2S,13-16,58,182,26.0782249
10/17/2014,Fidalgo,2S,13-16,59,176,25.2185032
10/17/2014,Fidalgo,2S,13-16,60,199,28.51410304
10/17/2014,Fidalgo,2S,13-16,61,151,21.63632945
10/17/2014,Fidalgo,2S,13-16,62,198,28.37081609
10/17/2014,Fidalgo,2S,13-16,63,159,22.78262505
10/17/2014,Fidalgo,2S,13-16,64,197,28.22752914
10/17/2014,Fidalgo,2S,13-16,65,190,27.2245205
10/17/2014,Fidalgo,2S,13-16,66,198,28.37081609
10/17/2014,Fidalgo,2S,13-16,67,227,32.52613764
10/17/2014,Fidalgo,2S,13-16,68,190,27.2245205
10/17/2014,Fidalgo,2S,13-16,69,169,24.21549455
10/17/2014,Fidalgo,2S,13-16,70,214,30.66340729
10/17/2014,Fidalgo,2S,13-16,71,190,27.2245205
10/17/2014,Fidalgo,2S,13-16,72,214,30.66340729
10/17/2014,Fidalgo,2S,13-16,73,181,25.93493795
10/17/2014,Fidalgo,2S,13-16,74,242,34.67544189
10/17/2014,Fidalgo,2S,13-16,75,178,25.5050771
10/17/2014,Fidalgo,2S,13-16,76,130,18.6273035
10/17/2014,Fidalgo,2S,13-16,77,162,23.2124859
10/17/2014,Fidalgo,2S,13-16,78,198,28.37081609
10/17/2014,Fidalgo,2S,13-16,79,100,14.328695
10/17/2014,Fidalgo,2S,13-16,80,198,28.37081609
10/17/2014,Fidalgo,2S,13-16,81,166,23.7856337
10/17/2014,Fidalgo,2S,13-16,82,226,32.38285069
10/17/2014,Fidalgo,2S,13-16,83,178,25.5050771
10/17/2014,Fidalgo,2S,13-16,84,153,21.92290335
10/17/2014,Fidalgo,2S,13-16,85,210,30.09025949
10/17/2014,Fidalgo,2S,13-16,86,183,26.22151185
10/17/2014,Fidalgo,2S,13-16,87,163,23.35577285
10/17/2014,Fidalgo,2S,13-16,88,155,22.20947725
10/17/2014,Fidalgo,2S,13-16,89,228,32.66942459
10/17/2014,Fidalgo,2S,13-16,90,177,25.36179015
10/24/2014,Manchester,4N,1-4,1,53,20.15269461
10/24/2014,Manchester,4N,1-4,2,72,27.37724551
10/24/2014,Manchester,4N,1-4,3,65,24.71556886
10/24/2014,Manchester,4N,1-4,4,42,15.97005988
10/24/2014,Manchester,4N,1-4,5,60,22.81437126
10/24/2014,Manchester,4N,1-4,6,81,30.7994012
10/24/2014,Manchester,4N,1-4,7,97,36.88323353
10/24/2014,Manchester,4N,1-4,8,45,17.11077844
10/24/2014,Manchester,4N,1-4,9,50,19.01197605
10/24/2014,Manchester,4N,1-4,10,76,28.89820359
10/24/2014,Manchester,4N,1-4,11,61,23.19461078
10/24/2014,Manchester,4N,1-4,12,77,29.27844311
10/24/2014,Manchester,4N,1-4,13,72,27.37724551
10/24/2014,Manchester,4N,1-4,14,39,14.82934132
10/24/2014,Manchester,4N,1-4,15,58,22.05389221
10/24/2014,Manchester,4N,1-4,16,44,16.73053892
10/24/2014,Manchester,4N,1-4,17,71,26.99700599
10/24/2014,Manchester,4N,1-4,18,33,12.54790419
10/24/2014,Manchester,4N,1-4,19,60,22.81437126
10/24/2014,Manchester,4N,1-4,20,52,19.77245509
10/24/2014,Manchester,4N,1-4,21,80,30.41916167
10/24/2014,Manchester,4N,1-4,22,59,22.43413174
10/24/2014,Manchester,4N,1-4,23,89,33.84131736
10/24/2014,Manchester,4N,1-4,24,74,28.13772455
10/24/2014,Manchester,4N,1-4,25,36,13.68862275
10/24/2014,Manchester,4N,1-4,26,60,22.81437126
10/24/2014,Manchester,4N,1-4,27,61,23.19461078
10/24/2014,Manchester,4N,1-4,28,87,33.08083832
10/24/2014,Manchester,4N,1-4,29,49,18.63173653
10/24/2014,Manchester,4N,1-4,30,48,18.251497
10/24/2014,Manchester,4N,1-4,31,88,33.46107784
10/24/2014,Manchester,4N,1-4,32,40,15.20958084
10/24/2014,Manchester,4N,1-4,33,64,24.33532934
10/24/2014,Manchester,4N,1-4,34,64,24.33532934
10/24/2014,Manchester,4N,1-4,35,50,19.01197605
10/24/2014,Manchester,4N,1-4,36,40,15.20958084
10/24/2014,Manchester,4N,1-4,37,47,17.87125748
10/24/2014,Manchester,4N,1-4,38,48,18.251497
10/24/2014,Manchester,4N,1-4,39,60,22.81437126
10/24/2014,Manchester,4N,1-4,40,56,21.29341317
10/24/2014,Manchester,4N,1-4,41,68,25.85628742
10/24/2014,Manchester,4N,1-4,42,32,12.16766467
10/24/2014,Manchester,4N,1-4,43,59,22.43413174
10/24/2014,Manchester,4N,1-4,44,59,22.43413174
10/24/2014,Manchester,4N,1-4,45,64,24.33532934
10/24/2014,Manchester,4N,1-4,46,75,28.51796407
10/24/2014,Manchester,4N,1-4,47,63,23.95508982
10/24/2014,Manchester,4N,1-4,48,26,9.886227544
10/24/2014,Manchester,4N,1-4,49,54,20.53293413
10/24/2014,Manchester,4N,1-4,50,62,23.5748503
10/24/2014,Manchester,4N,1-4,51,92,34.98203593
10/24/2014,Manchester,4N,1-4,52,77,29.27844311
10/24/2014,Manchester,4N,1-4,53,35,13.30838323
10/24/2014,Manchester,4N,1-4,54,66,25.09580838
10/24/2014,Manchester,4N,5-8,1,65,26.81645913
10/24/2014,Manchester,4N,5-8,2,73,30.1169464
10/24/2014,Manchester,4N,5-8,3,65,26.81645913
10/24/2014,Manchester,4N,5-8,4,71,29.29182459
10/24/2014,Manchester,4N,5-8,5,82,33.82999459
10/24/2014,Manchester,4N,5-8,6,51,21.04060639
10/24/2014,Manchester,4N,5-8,7,55,22.69085003
10/24/2014,Manchester,4N,5-8,8,51,21.04060639
10/24/2014,Manchester,4N,5-8,9,64,26.40389822
10/24/2014,Manchester,4N,5-8,10,57,23.51597185
10/24/2014,Manchester,4N,5-8,11,64,26.40389822
10/24/2014,Manchester,4N,5-8,12,51,21.04060639
10/24/2014,Manchester,4N,5-8,13,56,23.10341094
10/24/2014,Manchester,4N,5-8,14,61,25.16621549
10/24/2014,Manchester,4N,5-8,15,50,20.62804548
10/24/2014,Manchester,4N,5-8,16,58,23.92853276
10/24/2014,Manchester,4N,5-8,17,60,24.75365458
10/24/2014,Manchester,4N,5-8,18,64,26.40389822
10/24/2014,Manchester,4N,5-8,19,63,25.99133731
10/24/2014,Manchester,4N,5-8,20,60,24.75365458
10/24/2014,Manchester,4N,5-8,21,45,18.56524093
10/24/2014,Manchester,4N,5-8,22,63,25.99133731
10/24/2014,Manchester,4N,5-8,23,72,29.7043855
10/24/2014,Manchester,4N,5-8,24,42,17.32755821
10/24/2014,Manchester,4N,5-8,25,67,27.64158095
10/24/2014,Manchester,4N,5-8,26,55,22.69085003
10/24/2014,Manchester,4N,5-8,27,79,32.59231186
10/24/2014,Manchester,4N,5-8,28,74,30.52950731
10/24/2014,Manchester,4N,5-8,29,53,21.86572821
10/24/2014,Manchester,4N,5-8,30,51,21.04060639
10/24/2014,Manchester,4N,5-8,31,43,17.74011912
10/24/2014,Manchester,4N,5-8,32,94,38.78072551
10/24/2014,Manchester,4N,5-8,33,68,28.05414186
10/24/2014,Manchester,4N,5-8,34,51,21.04060639
10/24/2014,Manchester,4N,5-8,35,50,20.62804548
10/24/2014,Manchester,4N,5-8,36,54,22.27828912
10/24/2014,Manchester,4N,5-8,37,46,18.97780184
10/24/2014,Manchester,4N,5-8,38,41,16.9149973
10/24/2014,Manchester,4N,5-8,39,46,18.97780184
10/24/2014,Manchester,4N,5-8,40,68,28.05414186
10/24/2014,Manchester,4N,5-8,41,54,22.27828912
10/24/2014,Manchester,4N,5-8,42,49,20.21548457
10/24/2014,Manchester,4N,5-8,43,71,29.29182459
10/24/2014,Manchester,4N,5-8,44,47,19.39036275
10/24/2014,Manchester,4N,5-8,45,62,25.5787764
10/24/2014,Manchester,4N,5-8,46,71,29.29182459
10/24/2014,Manchester,4N,5-8,47,51,21.04060639
10/24/2014,Manchester,4N,5-8,48,70,28.87926368
10/24/2014,Manchester,4N,5-8,49,61,25.16621549
10/24/2014,Manchester,4N,5-8,50,56,23.10341094
10/24/2014,Manchester,4N,5-8,51,65,26.81645913
10/24/2014,Manchester,4N,5-8,52,67,27.64158095
10/24/2014,Manchester,4N,5-8,53,74,30.52950731
10/24/2014,Manchester,4N,5-8,54,68,28.05414186
10/24/2014,Manchester,4N,5-8,55,80,33.00487277
10/24/2014,Manchester,4N,5-8,56,60,24.75365458
10/24/2014,Manchester,4N,5-8,57,44,18.15268002
10/24/2014,Manchester,4N,5-8,58,51,21.04060639
10/24/2014,Manchester,4N,9-12,1,44,19.07167236
10/24/2014,Manchester,4N,9-12,2,57,24.70648464
10/24/2014,Manchester,4N,9-12,3,46,19.93856655
10/24/2014,Manchester,4N,9-12,4,58,25.13993174
10/24/2014,Manchester,4N,9-12,5,46,19.93856655
10/24/2014,Manchester,4N,9-12,6,43,18.63822526
10/24/2014,Manchester,4N,9-12,7,53,22.97269625
10/24/2014,Manchester,4N,9-12,8,26,11.26962457
10/24/2014,Manchester,4N,9-12,9,58,25.13993174
10/24/2014,Manchester,4N,9-12,10,39,16.90443686
10/24/2014,Manchester,4N,9-12,11,59,25.57337884
10/24/2014,Manchester,4N,9-12,12,45,19.50511946
10/24/2014,Manchester,4N,9-12,13,49,21.23890785
10/24/2014,Manchester,4N,9-12,14,53,22.97269625
10/24/2014,Manchester,4N,9-12,15,69,29.90784983
10/24/2014,Manchester,4N,9-12,16,77,33.37542662
10/24/2014,Manchester,4N,9-12,17,58,25.13993174
10/24/2014,Manchester,4N,9-12,18,52,22.53924915
10/24/2014,Manchester,4N,9-12,19,88,38.14334471
10/24/2014,Manchester,4N,9-12,20,47,20.37201365
10/24/2014,Manchester,4N,9-12,21,59,25.57337884
10/24/2014,Manchester,4N,9-12,22,62,26.87372014
10/24/2014,Manchester,4N,9-12,23,86,37.27645051
10/24/2014,Manchester,4N,9-12,24,65,28.17406144
10/24/2014,Manchester,4N,9-12,25,63,27.30716724
10/24/2014,Manchester,4N,9-12,26,60,26.00682594
10/24/2014,Manchester,4N,9-12,27,30,13.00341297
10/24/2014,Manchester,4N,9-12,28,74,32.07508533
10/24/2014,Manchester,4N,9-12,29,38,16.47098976
10/24/2014,Manchester,4N,9-12,30,58,25.13993174
10/24/2014,Manchester,4N,9-12,31,50,21.67235495
10/24/2014,Manchester,4N,9-12,32,57,24.70648464
10/24/2014,Manchester,4N,9-12,33,56,24.27303754
10/24/2014,Manchester,4N,9-12,34,47,20.37201365
10/24/2014,Manchester,4N,9-12,35,58,25.13993174
10/24/2014,Manchester,4N,9-12,36,66,28.60750853
10/24/2014,Manchester,4N,9-12,37,24,10.40273038
10/24/2014,Manchester,4N,9-12,38,63,27.30716724
10/24/2014,Manchester,4N,9-12,39,57,24.70648464
10/24/2014,Manchester,4N,9-12,40,52,22.53924915
10/24/2014,Manchester,4N,9-12,41,55,23.83959045
10/24/2014,Manchester,4N,9-12,42,93,40.31058021
10/24/2014,Manchester,4N,9-12,43,46,19.93856655
10/24/2014,Manchester,4N,9-12,44,79,34.24232082
10/24/2014,Manchester,4N,13-16,1,73,31.60568182
10/24/2014,Manchester,4N,13-16,2,50,21.64772727
10/24/2014,Manchester,4N,13-16,3,46,19.91590909
10/24/2014,Manchester,4N,13-16,4,40,17.31818182
10/24/2014,Manchester,4N,13-16,5,56,24.24545455
10/24/2014,Manchester,4N,13-16,6,48,20.78181818
10/24/2014,Manchester,4N,13-16,7,53,22.94659091
10/24/2014,Manchester,4N,13-16,8,61,26.41022727
10/24/2014,Manchester,4N,13-16,9,49,21.21477273
10/24/2014,Manchester,4N,13-16,10,52,22.51363636
10/24/2014,Manchester,4N,13-16,11,50,21.64772727
10/24/2014,Manchester,4N,13-16,12,91,39.39886364
10/24/2014,Manchester,4N,13-16,13,52,22.51363636
10/24/2014,Manchester,4N,13-16,14,45,19.48295455
10/24/2014,Manchester,4N,13-16,15,65,28.14204546
10/24/2014,Manchester,4N,13-16,16,61,26.41022727
10/24/2014,Manchester,4N,13-16,17,62,26.84318182
10/24/2014,Manchester,4N,13-16,18,61,26.41022727
10/24/2014,Manchester,4N,13-16,19,73,31.60568182
10/24/2014,Manchester,4N,13-16,20,49,21.21477273
10/24/2014,Manchester,4N,13-16,21,42,18.18409091
10/24/2014,Manchester,4N,13-16,22,62,26.84318182
10/24/2014,Manchester,4N,13-16,23,90,38.96590909
10/24/2014,Manchester,4N,13-16,24,60,25.97727273
10/24/2014,Manchester,4N,13-16,25,84,36.36818182
10/24/2014,Manchester,4N,13-16,26,56,24.24545455
10/24/2014,Manchester,4N,13-16,27,83,35.93522727
10/24/2014,Manchester,4N,13-16,28,65,28.14204546
10/24/2014,Manchester,4N,13-16,29,45,19.48295455
10/24/2014,Manchester,4N,13-16,30,45,19.48295455
10/24/2014,Manchester,4N,13-16,31,52,22.51363636
10/24/2014,Manchester,4N,13-16,32,56,24.24545455
10/24/2014,Manchester,4N,13-16,33,52,22.51363636
10/24/2014,Manchester,4N,13-16,34,52,22.51363636
10/24/2014,Manchester,4N,13-16,35,45,19.48295455
10/24/2014,Manchester,4N,13-16,36,49,21.21477273
10/24/2014,Manchester,4N,13-16,37,54,23.37954546
10/24/2014,Manchester,4N,13-16,38,58,25.11136364
10/24/2014,Manchester,4N,13-16,39,51,22.08068182
10/24/2014,Manchester,4N,13-16,40,58,25.11136364
10/24/2014,Manchester,4N,13-16,41,55,23.8125
10/24/2014,Manchester,4N,13-16,42,55,23.8125
10/24/2014,Manchester,4N,13-16,43,78,33.77045455
10/24/2014,Manchester,4N,13-16,44,60,25.97727273
10/24/2014,Manchester,4N,13-16,45,64,27.70909091
10/24/2014,Manchester,4N,13-16,46,62,26.84318182
10/24/2014,Manchester,4N,13-16,47,88,38.1
10/24/2014,Manchester,4N,13-16,48,34,14.72045455
10/24/2014,Manchester,4N,13-16,49,56,24.24545455
10/24/2014,Manchester,4N,13-16,50,68,29.44090909
10/24/2014,Manchester,4N,13-16,51,50,21.64772727
10/24/2014,Manchester,4N,13-16,52,69,29.87386364
10/24/2014,Manchester,4N,13-16,53,88,38.1
10/24/2014,Manchester,4N,13-16,54,46,19.91590909
10/24/2014,Manchester,4N,13-16,55,57,24.67840909
10/24/2014,Manchester,4N,13-16,56,51,22.08068182
10/24/2014,Manchester,4N,13-16,57,51,22.08068182
10/24/2014,Manchester,4N,13-16,58,57,24.67840909
10/24/2014,Manchester,4N,13-16,59,60,25.97727273
10/24/2014,Manchester,4N,13-16,60,67,29.00795455
10/24/2014,Manchester,4N,13-16,61,58,25.11136364
10/24/2014,Manchester,4N,13-16,62,60,25.97727273
10/24/2014,Manchester,4N,13-16,63,36,15.58636364
10/24/2014,Manchester,4N,13-16,64,88,38.1
10/24/2014,Manchester,4N,13-16,65,53,22.94659091
10/24/2014,Manchester,4H,1-4,1,49,21.75874126
10/24/2014,Manchester,4H,1-4,2,80,35.52447552
10/24/2014,Manchester,4H,1-4,3,71,31.52797203
10/24/2014,Manchester,4H,1-4,4,45,19.98251748
10/24/2014,Manchester,4H,1-4,5,35,15.54195804
10/24/2014,Manchester,4H,1-4,6,27,11.98951049
10/24/2014,Manchester,4H,1-4,7,53,23.53496503
10/24/2014,Manchester,4H,1-4,8,45,19.98251748
10/24/2014,Manchester,4H,1-4,9,49,21.75874126
10/24/2014,Manchester,4H,1-4,10,40,17.76223776
10/24/2014,Manchester,4H,1-4,11,45,19.98251748
10/24/2014,Manchester,4H,1-4,12,38,16.87412587
10/24/2014,Manchester,4H,1-4,13,24,10.65734266
10/24/2014,Manchester,4H,1-4,14,82,36.41258741
10/24/2014,Manchester,4H,1-4,15,35,15.54195804
10/24/2014,Manchester,4H,1-4,16,31,13.76573427
10/24/2014,Manchester,4H,1-4,17,42,18.65034965
10/24/2014,Manchester,4H,1-4,18,53,23.53496503
10/24/2014,Manchester,4H,1-4,19,67,29.75174825
10/24/2014,Manchester,4H,1-4,20,34,15.0979021
