Date,Site,Tray,Pop,Tray2,Number,Area ,Length mm
6/25/2014,Manchester,4S 1-4,,,35,22,19.05
6/25/2014,Manchester,4S 1-4,,,36,24,20.78181818
6/25/2014,Manchester,4S 1-4,,,37,20,17.31818182
6/25/2014,Manchester,4S 1-4,,,38,23,19.91590909
6/25/2014,Manchester,4S 1-4,,,39,23,19.91590909
6/25/2014,Manchester,4S 1-4,,,40,22,19.05
6/25/2014,Manchester,4S 1-4,,,41,30,25.97727273
6/25/2014,Manchester,4S 1-4,,,42,19,16.45227273
6/25/2014,Manchester,4S 1-4,,,43,20,17.31818182
6/25/2014,Manchester,4S 1-4,,,44,31,26.84318182
6/25/2014,Manchester,4S 1-4,,,45,27,23.37954545
6/25/2014,Manchester,4S 1-4,,,46,18,15.58636364
6/25/2014,Manchester,4S 1-4,,,47,28,24.24545455
6/25/2014,Manchester,4S 1-4,,,48,19,16.45227273
6/25/2014,Manchester,4S 1-4,,,49,12,10.39090909
6/25/2014,Manchester,4S 1-4,,,50,20,17.31818182
6/25/2014,Manchester,4S 1-4,,,51,27,23.37954545
6/25/2014,Manchester,4S 1-4,,,52,29,25.11136364
6/25/2014,Manchester,4S 1-4,,,53,30,25.97727273
6/25/2014,Manchester,4S 1-4,,,54,16,13.85454545
6/25/2014,Manchester,4S 1-4,,,55,23,19.91590909
6/25/2014,Manchester,4S 1-4,,,56,25,21.64772727
6/25/2014,Manchester,4S 1-4,,,57,25,21.64772727
6/25/2014,Manchester,4S 1-4,,,58,22,19.05
6/25/2014,Manchester,4S 1-4,,,59,22,19.05
6/25/2014,Manchester,4S 1-4,,,60,30,25.97727273
6/25/2014,Manchester,4S 1-4,,,61,30,25.97727273
6/25/2014,Manchester,4S 1-4,,,62,18,15.58636364
6/25/2014,Manchester,4S 1-4,,,63,29,25.11136364
7/23/2014,Manchester,4H 5-8,,,1,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,2,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,3,25,20.33084312
7/23/2014,Manchester,4H 5-8,,,4,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,5,14,11.38527215
7/23/2014,Manchester,4H 5-8,,,6,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,7,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,8,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,9,17,13.82497332
7/23/2014,Manchester,4H 5-8,,,10,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,11,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,12,23,18.70437567
7/23/2014,Manchester,4H 5-8,,,13,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,14,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,15,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,16,21,17.07790822
7/23/2014,Manchester,4H 5-8,,,17,21,17.07790822
7/23/2014,Manchester,4H 5-8,,,18,17,13.82497332
7/23/2014,Manchester,4H 5-8,,,19,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,20,28,22.77054429
7/23/2014,Manchester,4H 5-8,,,21,14,11.38527215
7/23/2014,Manchester,4H 5-8,,,22,32,26.02347919
7/23/2014,Manchester,4H 5-8,,,23,21,17.07790822
7/23/2014,Manchester,4H 5-8,,,24,24,19.51760939
7/23/2014,Manchester,4H 5-8,,,25,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,26,21,17.07790822
7/23/2014,Manchester,4H 5-8,,,27,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,28,26,21.14407684
7/23/2014,Manchester,4H 5-8,,,29,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,30,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,31,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,32,24,19.51760939
7/23/2014,Manchester,4H 5-8,,,33,21,17.07790822
7/23/2014,Manchester,4H 5-8,,,34,25,20.33084312
7/23/2014,Manchester,4H 5-8,,,35,36,29.27641409
7/23/2014,Manchester,4H 5-8,,,36,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,37,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,38,30,24.39701174
7/23/2014,Manchester,4H 5-8,,,39,14,11.38527215
7/23/2014,Manchester,4H 5-8,,,40,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,41,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,42,16,13.01173959
7/23/2014,Manchester,4H 5-8,,,43,32,26.02347919
7/23/2014,Manchester,4H 5-8,,,44,28,22.77054429
7/23/2014,Manchester,4H 5-8,,,45,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,46,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,47,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,48,17,13.82497332
7/23/2014,Manchester,4H 5-8,,,49,28,22.77054429
7/23/2014,Manchester,4H 5-8,,,50,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,51,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,52,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,53,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,54,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,55,23,18.70437567
7/23/2014,Manchester,4H 5-8,,,56,27,21.95731057
7/23/2014,Manchester,4H 5-8,,,57,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,58,13,10.57203842
7/23/2014,Manchester,4H 5-8,,,59,18,14.63820704
7/23/2014,Manchester,4H 5-8,,,60,16,13.01173959
7/23/2014,Manchester,4H 5-8,,,61,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,62,22,17.89114194
7/23/2014,Manchester,4H 5-8,,,63,25,20.33084312
7/23/2014,Manchester,4H 5-8,,,64,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,65,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,66,27,21.95731057
7/23/2014,Manchester,4H 5-8,,,67,24,19.51760939
7/23/2014,Manchester,4H 5-8,,,68,26,21.14407684
7/23/2014,Manchester,4H 5-8,,,69,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,70,19,15.45144077
7/23/2014,Manchester,4H 5-8,,,71,17,13.82497332
7/23/2014,Manchester,4H 5-8,,,72,28,22.77054429
7/23/2014,Manchester,4H 5-8,,,73,15,12.19850587
7/23/2014,Manchester,4H 5-8,,,74,20,16.26467449
7/23/2014,Manchester,4H 5-8,,,75,21,17.07790822
7/23/2014,Manchester,4H 5-8,,,76,27,21.95731057
7/23/2014,Manchester,4S 1-4,,,1,30,23.02114804
7/23/2014,Manchester,4S 1-4,,,2,41,31.46223565
7/23/2014,Manchester,4S 1-4,,,3,29,22.25377644
7/23/2014,Manchester,4S 1-4,,,4,25,19.18429003
7/23/2014,Manchester,4S 1-4,,,5,30,23.02114804
7/23/2014,Manchester,4S 1-4,,,6,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,7,20,15.34743202
7/23/2014,Manchester,4S 1-4,,,8,29,22.25377644
7/23/2014,Manchester,4S 1-4,,,9,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,10,25,19.18429003
7/23/2014,Manchester,4S 1-4,,,11,29,22.25377644
7/23/2014,Manchester,4S 1-4,,,12,36,27.62537764
7/23/2014,Manchester,4S 1-4,,,13,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,14,25,19.18429003
7/23/2014,Manchester,4S 1-4,,,15,19,14.58006042
7/23/2014,Manchester,4S 1-4,,,16,26,19.95166163
7/23/2014,Manchester,4S 1-4,,,17,26,19.95166163
7/23/2014,Manchester,4S 1-4,,,18,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,19,41,31.46223565
7/23/2014,Manchester,4S 1-4,,,20,27,20.71903323
7/23/2014,Manchester,4S 1-4,,,21,29,22.25377644
7/23/2014,Manchester,4S 1-4,,,22,34,26.09063444
7/23/2014,Manchester,4S 1-4,,,23,26,19.95166163
7/23/2014,Manchester,4S 1-4,,,24,25,19.18429003
7/23/2014,Manchester,4S 1-4,,,25,20,15.34743202
7/23/2014,Manchester,4S 1-4,,,26,29,22.25377644
7/23/2014,Manchester,4S 1-4,,,27,27,20.71903323
7/23/2014,Manchester,4S 1-4,,,28,26,19.95166163
7/23/2014,Manchester,4S 1-4,,,29,23,17.64954683
7/23/2014,Manchester,4S 1-4,,,30,29,22.25377644
7/23/2014,Manchester,4S 1-4,,,31,34,26.09063444
7/23/2014,Manchester,4S 1-4,,,32,36,27.62537764
7/23/2014,Manchester,4S 1-4,,,33,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,34,20,15.34743202
7/23/2014,Manchester,4S 1-4,,,35,34,26.09063444
7/23/2014,Manchester,4S 1-4,,,36,23,17.64954683
7/23/2014,Manchester,4S 1-4,,,37,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,38,34,26.09063444
7/23/2014,Manchester,4S 1-4,,,39,20,15.34743202
7/23/2014,Manchester,4S 1-4,,,40,34,26.09063444
7/23/2014,Manchester,4S 1-4,,,41,31,23.78851964
7/23/2014,Manchester,4S 1-4,,,42,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,43,30,23.02114804
7/23/2014,Manchester,4S 1-4,,,44,27,20.71903323
7/23/2014,Manchester,4S 1-4,,,45,22,16.88217523
7/23/2014,Manchester,4S 1-4,,,46,22,16.88217523
7/23/2014,Manchester,4S 1-4,,,47,27,20.71903323
7/23/2014,Manchester,4S 1-4,,,48,23,17.64954683
7/23/2014,Manchester,4S 1-4,,,49,27,20.71903323
7/23/2014,Manchester,4S 1-4,,,50,22,16.88217523
7/23/2014,Manchester,4S 1-4,,,51,37,28.39274924
7/23/2014,Manchester,4S 1-4,,,52,31,23.78851964
7/23/2014,Manchester,4S 1-4,,,53,32,24.55589124
7/23/2014,Manchester,4S 1-4,,,54,28,21.48640483
7/23/2014,Manchester,4S 1-4,,,55,24,18.41691843
7/23/2014,Manchester,4S 1-4,,,56,26,19.95166163
7/23/2014,Manchester,4S 1-4,,,57,26,19.95166163
7/23/2014,Manchester,4S 1-4,,,58,23,17.64954683
7/23/2014,Manchester,4S 1-4,,,59,27,20.71903323
7/23/2014,Manchester,4S 1-4,,,60,32,24.55589124
7/23/2014,Manchester,4N 5-8,,,1,33,26.30334728
7/23/2014,Manchester,4N 5-8,,,2,42,33.47698745
7/23/2014,Manchester,4N 5-8,,,3,26,20.72384937
7/23/2014,Manchester,4N 5-8,,,4,25,19.92677824
7/23/2014,Manchester,4N 5-8,,,5,34,27.10041841
7/23/2014,Manchester,4N 5-8,,,6,29,23.11506276
7/23/2014,Manchester,4N 5-8,,,7,26,20.72384937
7/23/2014,Manchester,4N 5-8,,,8,28,22.31799163
7/23/2014,Manchester,4N 5-8,,,9,27,21.5209205
7/23/2014,Manchester,4N 5-8,,,10,13,10.36192469
7/23/2014,Manchester,4N 5-8,,,11,18,14.34728033
7/23/2014,Manchester,4N 5-8,,,12,15,11.95606695
7/23/2014,Manchester,4N 5-8,,,13,24,19.12970711
7/23/2014,Manchester,4N 5-8,,,14,21,16.73849372
7/23/2014,Manchester,4N 5-8,,,15,30,23.91213389
7/23/2014,Manchester,4N 5-8,,,16,45,35.86820084
7/23/2014,Manchester,4N 5-8,,,17,27,21.5209205
7/23/2014,Manchester,4N 5-8,,,18,31,24.70920502
7/23/2014,Manchester,4N 5-8,,,19,20,15.94142259
7/23/2014,Manchester,4N 5-8,,,20,32,25.50627615
7/23/2014,Manchester,4N 5-8,,,21,21,16.73849372
7/23/2014,Manchester,4N 5-8,,,22,18,14.34728033
7/23/2014,Manchester,4N 5-8,,,23,33,26.30334728
7/23/2014,Manchester,4N 5-8,,,24,25,19.92677824
7/23/2014,Manchester,4N 5-8,,,25,23,18.33263598
7/23/2014,Manchester,4N 5-8,,,26,15,11.95606695
7/23/2014,Manchester,4N 5-8,,,27,22,17.53556485
7/23/2014,Manchester,4N 5-8,,,28,18,14.34728033
7/23/2014,Manchester,4N 5-8,,,29,36,28.69456067
7/23/2014,Manchester,4N 5-8,,,30,25,19.92677824
7/23/2014,Manchester,4N 5-8,,,31,24,19.12970711
7/23/2014,Manchester,4N 5-8,,,32,27,21.5209205
7/23/2014,Manchester,4N 5-8,,,33,20,15.94142259
7/23/2014,Manchester,4N 5-8,,,34,27,21.5209205
7/23/2014,Manchester,4N 5-8,,,35,18,14.34728033
7/23/2014,Manchester,4N 5-8,,,36,26,20.72384937
7/23/2014,Manchester,4N 5-8,,,37,21,16.73849372
7/23/2014,Manchester,4N 5-8,,,38,26,20.72384937
7/23/2014,Manchester,4N 5-8,,,39,21,16.73849372
7/23/2014,Manchester,4N 5-8,,,40,37,29.4916318
7/23/2014,Manchester,4N 5-8,,,41,23,18.33263598
7/23/2014,Manchester,4N 5-8,,,42,24,19.12970711
7/23/2014,Manchester,4N 5-8,,,43,24,19.12970711
7/23/2014,Manchester,4N 5-8,,,44,29,23.11506276
7/23/2014,Manchester,4N 5-8,,,45,31,24.70920502
7/23/2014,Manchester,4N 5-8,,,46,19,15.14435146
7/23/2014,Manchester,4N 5-8,,,47,29,23.11506276
7/23/2014,Manchester,4N 5-8,,,48,20,15.94142259
7/23/2014,Manchester,4N 5-8,,,49,22,17.53556485
7/23/2014,Manchester,4N 5-8,,,50,19,15.14435146
7/23/2014,Manchester,4N 5-8,,,51,28,22.31799163
7/23/2014,Manchester,4N 5-8,,,52,28,22.31799163
7/23/2014,Manchester,4N 5-8,,,53,47,37.4623431
7/23/2014,Manchester,4N 5-8,,,54,26,20.72384937
7/23/2014,Manchester,4N 5-8,,,55,40,31.88284519
7/23/2014,Manchester,4N 5-8,,,56,27,21.5209205
7/23/2014,Manchester,4N 5-8,,,57,26,20.72384937
7/23/2014,manchester,4N 5-8,,,58,21,16.73849372
7/24/2014,Oyster Bay,1S 1-4,,,1,32,26.13504823
7/24/2014,Oyster Bay,1S 1-4,,,2,44,35.93569132
7/24/2014,Oyster Bay,1S 1-4,,,3,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,4,42,34.3022508
7/24/2014,Oyster Bay,1S 1-4,,,5,29,23.68488746
7/24/2014,Oyster Bay,1S 1-4,,,6,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,7,29,23.68488746
7/24/2014,Oyster Bay,1S 1-4,,,8,38,31.03536977
7/24/2014,Oyster Bay,1S 1-4,,,9,42,34.3022508
7/24/2014,Oyster Bay,1S 1-4,,,10,53,43.28617363
7/24/2014,Oyster Bay,1S 1-4,,,11,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,12,32,26.13504823
7/24/2014,Oyster Bay,1S 1-4,,,13,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,14,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,15,33,26.95176849
7/24/2014,Oyster Bay,1S 1-4,,,16,41,33.48553055
7/24/2014,Oyster Bay,1S 1-4,,,17,27,22.05144695
7/24/2014,Oyster Bay,1S 1-4,,,18,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,19,42,34.3022508
7/24/2014,Oyster Bay,1S 1-4,,,20,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,21,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,22,32,26.13504823
7/24/2014,Oyster Bay,1S 1-4,,,23,36,29.40192926
7/24/2014,Oyster Bay,1S 1-4,,,24,29,23.68488746
7/24/2014,Oyster Bay,1S 1-4,,,25,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,26,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,27,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,28,36,29.40192926
7/24/2014,Oyster Bay,1S 1-4,,,29,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,30,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,31,38,31.03536977
7/24/2014,Oyster Bay,1S 1-4,,,32,28,22.8681672
7/24/2014,Oyster Bay,1S 1-4,,,33,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,34,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,35,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,36,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,37,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,38,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,39,30,24.50160772
7/24/2014,Oyster Bay,1S 1-4,,,40,36,29.40192926
7/24/2014,Oyster Bay,1S 1-4,,,41,41,33.48553055
7/24/2014,Oyster Bay,1S 1-4,,,42,32,26.13504823
7/24/2014,Oyster Bay,1S 1-4,,,43,45,36.75241158
7/24/2014,Oyster Bay,1S 1-4,,,44,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,45,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,46,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,47,30,24.50160772
7/24/2014,Oyster Bay,1S 1-4,,,48,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,49,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,50,32,26.13504823
7/24/2014,Oyster Bay,1S 1-4,,,51,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,52,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,53,29,23.68488746
7/24/2014,Oyster Bay,1S 1-4,,,54,19,15.51768489
7/24/2014,Oyster Bay,1S 1-4,,,55,37,30.21864952
7/24/2014,Oyster Bay,1S 1-4,,,56,33,26.95176849
7/24/2014,Oyster Bay,1S 1-4,,,57,28,22.8681672
7/24/2014,Oyster Bay,1S 1-4,,,58,32,26.13504823
7/24/2014,Oyster Bay,1S 1-4,,,59,37,30.21864952
7/24/2014,Oyster Bay,1S 1-4,,,60,29,23.68488746
7/24/2014,Oyster Bay,1S 1-4,,,61,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,62,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,63,27,22.05144695
7/24/2014,Oyster Bay,1S 1-4,,,64,35,28.585209
7/24/2014,Oyster Bay,1S 1-4,,,65,36,29.40192926
7/24/2014,Oyster Bay,1S 1-4,,,66,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,67,27,22.05144695
7/24/2014,Oyster Bay,1S 1-4,,,68,27,22.05144695
7/24/2014,Oyster Bay,1S 1-4,,,69,39,31.85209003
7/24/2014,Oyster Bay,1S 1-4,,,70,34,27.76848875
7/24/2014,Oyster Bay,1S 1-4,,,71,23,18.78456592
7/24/2014,Oyster Bay,1S 1-4,,,72,31,25.31832797
7/24/2014,Oyster Bay,1S 1-4,,,73,36,29.40192926
7/24/2014,Oyster Bay,1S 1-4,,,74,39,31.85209003
7/24/2014,Oyster Bay,1N 9-12,,,1,36,31.4587156
7/24/2014,Oyster Bay,1N 9-12,,,2,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,3,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,4,32,27.96330275
7/24/2014,Oyster Bay,1N 9-12,,,5,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,6,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,7,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,8,25,21.84633028
7/24/2014,Oyster Bay,1N 9-12,,,9,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,10,27,23.5940367
7/24/2014,Oyster Bay,1N 9-12,,,11,42,36.70183486
7/24/2014,Oyster Bay,1N 9-12,,,12,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,13,38,33.20642202
7/24/2014,Oyster Bay,1N 9-12,,,14,41,35.82798165
7/24/2014,Oyster Bay,1N 9-12,,,15,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,16,28,24.46788991
7/24/2014,Oyster Bay,1N 9-12,,,17,45,39.3233945
7/24/2014,Oyster Bay,1N 9-12,,,18,39,34.08027523
7/24/2014,Oyster Bay,1N 9-12,,,19,36,31.4587156
7/24/2014,Oyster Bay,1N 9-12,,,20,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,21,32,27.96330275
7/24/2014,Oyster Bay,1N 9-12,,,22,35,30.58486239
7/24/2014,Oyster Bay,1N 9-12,,,23,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,24,36,31.4587156
7/24/2014,Oyster Bay,1N 9-12,,,25,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,26,46,40.19724771
7/24/2014,Oyster Bay,1N 9-12,,,27,43,37.57568807
7/24/2014,Oyster Bay,1N 9-12,,,28,28,24.46788991
7/24/2014,Oyster Bay,1N 9-12,,,29,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,30,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,31,35,30.58486239
7/24/2014,Oyster Bay,1N 9-12,,,32,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,33,31,27.08944954
7/24/2014,Oyster Bay,1N 9-12,,,34,30,26.21559633
7/24/2014,Oyster Bay,1N 9-12,,,35,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,36,43,37.57568807
7/24/2014,Oyster Bay,1N 9-12,,,37,38,33.20642202
7/24/2014,Oyster Bay,1N 9-12,,,38,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,39,32,27.96330275
7/24/2014,Oyster Bay,1N 9-12,,,40,39,34.08027523
7/24/2014,Oyster Bay,1N 9-12,,,41,31,27.08944954
7/24/2014,Oyster Bay,1N 9-12,,,42,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,43,33,28.83715596
7/24/2014,Oyster Bay,1N 9-12,,,44,41,35.82798165
7/24/2014,Oyster Bay,1N 9-12,,,45,36,31.4587156
7/24/2014,Oyster Bay,1N 9-12,,,46,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,47,38,33.20642202
7/24/2014,Oyster Bay,1N 9-12,,,48,32,27.96330275
7/24/2014,Oyster Bay,1N 9-12,,,49,45,39.3233945
7/24/2014,Oyster Bay,1N 9-12,,,50,36,31.4587156
7/24/2014,Oyster Bay,1N 9-12,,,51,40,34.95412844
7/24/2014,Oyster Bay,1N 9-12,,,52,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,53,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,54,36,31.4587156
7/24/2014,Oyster Bay,1N 9-12,,,55,47,41.07110092
7/24/2014,Oyster Bay,1N 9-12,,,56,29,25.34174312
7/24/2014,Oyster Bay,1N 9-12,,,57,23,20.09862385
7/24/2014,Oyster Bay,1N 9-12,,,58,44,38.44954128
7/24/2014,Oyster Bay,1N 9-12,,,59,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,60,30,26.21559633
7/24/2014,Oyster Bay,1N 9-12,,,61,39,34.08027523
7/24/2014,Oyster Bay,1N 9-12,,,62,42,36.70183486
7/24/2014,Oyster Bay,1N 9-12,,,63,43,37.57568807
7/24/2014,Oyster Bay,1N 9-12,,,64,27,23.5940367
7/24/2014,Oyster Bay,1N 9-12,,,65,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,66,26,22.72018349
7/24/2014,Oyster Bay,1N 9-12,,,67,41,35.82798165
7/24/2014,Oyster Bay,1N 9-12,,,68,40,34.95412844
7/24/2014,Oyster Bay,1N 9-12,,,69,29,25.34174312
7/24/2014,Oyster Bay,1N 9-12,,,70,39,34.08027523
7/24/2014,Oyster Bay,1N 9-12,,,71,37,32.33256881
7/24/2014,Oyster Bay,1N 9-12,,,72,34,29.71100917
7/24/2014,Oyster Bay,1N 9-12,,,73,30,26.21559633
7/24/2014,Oyster Bay,1N 9-12,,,74,45,39.3233945
7/24/2014,Oyster Bay,1N 9-12,,,75,42,36.70183486
7/24/2014,Oyster Bay,1N 9-12,,,76,42,36.70183486
7/24/2014,Oyster Bay,1N 9-12,,,77,41,35.82798165
7/24/2014,Oyster Bay,1N 9-12,,,78,23,20.09862385
7/24/2014,Oyster Bay,1N 9-12,,,79,31,27.08944954
7/24/2014,Oyster Bay,1N 9-12,,,80,26,22.72018349
7/24/2014,Oyster Bay,1H 9-12,,,1,64,34.03210049
7/24/2014,Oyster Bay,1H 9-12,,,2,71,37.75436148
7/24/2014,Oyster Bay,1H 9-12,,,3,44,23.39706909
7/24/2014,Oyster Bay,1H 9-12,,,4,44,23.39706909
7/24/2014,Oyster Bay,1H 9-12,,,5,58,30.84159107
7/24/2014,Oyster Bay,1H 9-12,,,6,47,24.9923238
7/24/2014,Oyster Bay,1H 9-12,,,7,52,27.65108165
7/24/2014,Oyster Bay,1H 9-12,,,8,57,30.3098395
7/24/2014,Oyster Bay,1H 9-12,,,9,61,32.43684578
7/24/2014,Oyster Bay,1H 9-12,,,10,44,23.39706909
7/24/2014,Oyster Bay,1H 9-12,,,11,57,30.3098395
7/24/2014,Oyster Bay,1H 9-12,,,12,49,26.05582694
7/24/2014,Oyster Bay,1H 9-12,,,13,57,30.3098395
7/24/2014,Oyster Bay,1H 9-12,,,14,44,23.39706909
7/24/2014,Oyster Bay,1H 9-12,,,15,36,19.14305652
7/24/2014,Oyster Bay,1H 9-12,,,16,46,24.46057223
7/24/2014,Oyster Bay,1H 9-12,,,17,51,27.11933008
7/24/2014,Oyster Bay,1H 9-12,,,18,46,24.46057223
7/24/2014,Oyster Bay,1H 9-12,,,19,52,27.65108165
7/24/2014,Oyster Bay,1H 9-12,,,20,50,26.58757851
7/24/2014,Oyster Bay,1H 9-12,,,21,49,26.05582694
7/24/2014,Oyster Bay,1H 9-12,,,22,46,24.46057223
7/24/2014,Oyster Bay,1H 9-12,,,23,51,27.11933008
7/24/2014,Oyster Bay,1H 9-12,,,24,54,28.71458479
7/24/2014,Oyster Bay,1H 9-12,,,25,50,26.58757851
7/24/2014,Oyster Bay,1H 9-12,,,26,53,28.18283322
7/24/2014,Oyster Bay,1H 9-12,,,27,52,27.65108165
7/24/2014,Oyster Bay,1H 9-12,,,28,50,26.58757851
7/24/2014,Oyster Bay,1H 9-12,,,29,54,28.71458479
7/24/2014,Oyster Bay,1H 9-12,,,30,57,30.3098395
7/24/2014,Oyster Bay,1H 9-12,,,31,38,20.20655967
7/24/2014,Oyster Bay,1H 9-12,,,32,48,25.52407537
7/24/2014,Oyster Bay,1H 9-12,,,33,35,18.61130495
7/24/2014,Oyster Bay,1H 9-12,,,34,47,24.9923238
7/24/2014,Oyster Bay,1H 9-12,,,35,51,27.11933008
7/24/2014,Oyster Bay,1H 9-12,,,36,47,24.9923238
7/24/2014,Oyster Bay,1H 9-12,,,37,55,29.24633636
7/24/2014,Oyster Bay,1H 9-12,,,38,44,23.39706909
7/24/2014,Oyster Bay,1H 9-12,,,39,67,35.6273552
7/24/2014,Oyster Bay,1H 9-12,,,40,48,25.52407537
7/24/2014,Oyster Bay,1H 9-12,,,41,57,30.3098395
7/24/2014,Oyster Bay,1H 9-12,,,42,40,21.27006281
7/24/2014,Oyster Bay,1H 9-12,,,43,51,27.11933008
7/24/2014,Oyster Bay,1H 9-12,,,44,51,27.11933008
7/24/2014,Oyster Bay,1H 9-12,,,45,60,31.90509421
7/24/2014,Oyster Bay,1H 9-12,,,46,47,24.9923238
7/24/2014,Oyster Bay,1H 9-12,,,47,49,26.05582694
7/24/2014,Oyster Bay,1H 9-12,,,48,56,29.77808793
7/24/2014,Oyster Bay,1H 9-12,,,49,56,29.77808793
7/24/2014,Oyster Bay,1H 9-12,,,50,43,22.86531752
7/24/2014,Oyster Bay,1H 9-12,,,51,46,24.46057223
7/24/2014,Oyster Bay,1H 9-12,,,52,53,28.18283322
7/24/2014,Oyster Bay,1H 9-12,,,53,43,22.86531752
7/24/2014,Oyster Bay,1H 9-12,,,54,40,21.27006281
